maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0,1.2965900000000001,2.1892099999999997,3.988995,17.6724,21.37755
64,1.47043,2.40443,4.36679,13.1928,18.194850000000002
128,1.30632,2.15329,3.979475,12.586749999999999,16.5193
256,1.31683,2.359,3.9909,12.716249999999999,14.683
512,1.6862,3.0695449999999997,5.055524999999999,13.25355,16.06375
1024,4.2166250000000005,7.871074999999999,19.9073,17.6156,21.39185
