maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0.0,0.689894,1.340665,1.95987,2.11578,2.499635
64.0,0.9971635000000001,1.8647200000000002,2.757205,2.645905,4.397065
128.0,0.7320409999999999,1.503055,2.23117,2.1796499999999996,4.51669
256.0,0.7243225,1.6480299999999999,2.112745,2.0959950000000003,4.47719
512.0,0.7298715,1.60249,1.9859400000000003,2.10678,4.273275
1024.0,0.8253165,1.851255,1.918595,2.09958,2.494885
