radius,H100,A100,V100,MI250X GCD,MI100
0,0.10411100000000001,0.20833699999999994,0.3398749999999999,0.2161735,0.275243
1,0.104446,0.20907599999999998,0.3403335,0.249845,0.28202
2,0.1050635,0.21107700000000001,0.3388855,0.325712,0.33768
3,0.10622999999999999,0.215291,0.342551,0.3940005,0.403569
4,0.111596,0.218381,0.3537514999999999,0.469768,0.4773185
