radius,H100,A100,V100,MI250X GCD,MI100
0,,0.18649100093170995,0.2299684565514326,0.733519991626963,
1,,0.2390375011600554,0.2919489052146673,0.7308500062208623,
2,,0.23280200548470015,0.3024321049451828,0.9280160011257976,
3,,0.2596674603410065,0.33430615440011024,0.9288729925174266,
4,,0.273368030320853,0.34828088246285915,1.022423995891586,
