radius,H100,A100,V100,MI250X GCD,MI100
0,0.07339699999999999,0.123506,0.20625749999999993,0.158887,0.161824
1,0.0820525,0.13297599999999998,0.22571249999999995,0.184231,0.21267
2,0.0995645,0.17460599999999998,0.26999399999999996,0.258872,0.3256885
3,0.119544,0.21555,0.35779249999999996,0.35372899999999996,0.40825849999999997
4,0.14720699999999998,0.263221,0.44130949999999997,0.431929,0.4799529999999999
