maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0,0.29655549999999997,0.4990089999999999,0.9804664999999999,1.464775,2.0226900000000003
64,0.272994,0.6704289999999999,0.9746155,1.1284,2.2973099999999995
128,0.2647305,0.516877,0.9466345,1.09417,2.157775
256,0.258304,0.596734,0.973073,1.060225,2.067965
512,0.260921,0.675223,1.740845,1.0560450000000001,1.403995
1024,0.5839425,3.56787,23.260199999999998,1.460855,2.025575
