radius,H100,A100,V100,MI250X GCD,MI100
0,0.5601465,1.0510000000000002,1.322755,1.029105,1.04326
1,0.584735,1.06996,1.35892,1.07489,1.0874700000000002
2,0.6027089999999999,1.1249699999999998,1.413705,1.17509,1.49311
3,0.66633,1.1509300000000002,1.45392,1.26149,2.06281
4,0.6765555000000001,1.174435,1.50071,1.3650799999999998,2.21596
