maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0.0,0.6860919999999999,1.1651449999999999,1.66283,1.26149,2.06281
64.0,0.9879605,1.66496,2.46202,1.799125,2.408
128.0,0.6889970000000001,1.28494,1.878855,1.385605,2.21624
256.0,0.66633,1.189715,1.790445,1.2791899999999998,2.14381
512.0,0.6668689999999999,1.1883650000000001,1.69949,1.264615,2.1213949999999997
1024.0,0.7639275,1.1509300000000002,1.45392,1.262975,2.067375
