maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0.0,0.1235835,0.2159309999999999,0.35847749999999995,0.3548055,0.4143199999999999
64.0,0.16801149999999998,0.2255719999999999,0.39941950000000004,0.38788,0.49878849999999997
128.0,0.1196635,0.21555,0.36681549999999996,0.36744299999999996,0.43928199999999995
256.0,0.119544,0.2157055,0.3621465,0.364177,0.413072
512.0,0.11982699999999999,0.2159365,0.3609055,0.35596,0.414079
1024.0,0.1230815,0.2159165,0.35779249999999996,0.35372899999999996,0.40825849999999997
