maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0.0,0.20117600000000002,0.3534125,0.5590315,1.00282,0.9927779999999999
64.0,0.2011075,0.3640825,0.6047215,1.0095900000000002,1.05408
128.0,0.1989105,0.359192,0.5860639999999999,1.01083,1.02508
256.0,0.197271,0.353417,0.573543,0.998375,1.00215
512.0,0.1957295,0.35339149999999997,0.566097,1.002055,1.0083849999999999
1024.0,0.195453,0.35313799999999995,0.5593810000000001,1.00001,0.9811965
