maxthreadsperblock,H100,A100,V100,MI250X GCD,MI100
0,0.8450394999999999,1.383135,2.0351099999999995,6.863525,10.20275
64,0.798628,1.36933,2.290645,2.301185,4.132325
128,0.7199595000000001,1.33918,1.9446949999999998,2.280525,4.04652
256,0.7134395,1.41018,1.9425,2.2796250000000002,4.0135000000000005
512,0.717279,1.195045,1.69143,5.384645,7.7970299999999995
1024,0.808875,1.680945,7.95439,6.866015,10.207350000000002
